,CrimeType,DateTime,CaseNumber,Description,PoliceBeat,Address,City,State,Lat,Long,Zip
166,ASSAULT,2018-03-07 13:22:00,18-011936,"FORCE/ADW-HANDS, FISTS, FEET:GBI",07X,2200 UNION ST,Oakland,CA,37.8161314,-122.2861246,94607
167,DRUGS/ALCOHOL VIOLATIONS,2018-03-07 14:11:00,18-011943,POSSESS NARCOTIC CONTROLLED SUBSTANCE,26Y,1100 66TH AV,Oakland,CA,37.7601527,-122.1963378,94621
168,DRUGS/ALCOHOL VIOLATIONS,2018-03-07 14:08:00,18-011944,"IT IS UNLAWFUL TO POSSESS AN OPIUM PIPE OR ANY DEVICE, CONTRIVANCE, INSTRUMENT, OR PARAPHERNALIA USED FOR UNLAWFULLY INJECTING OR SMOKING.",34X,8500 HOLLY ST,Oakland,CA,37.7543917,-122.1757627,94621
169,ASSAULT,2018-03-07 07:45:00,18-011945,THREAT CRIME:INT:TERRORIZE,22X,2500 RAMPART ST,Oakland,CA,37.8046897,-122.2070398,94602
170,THEFT/LARCENY,2018-03-07 15:16:00,18-011953,THEFT,11X,600 54TH ST,Oakland,CA,37.8395546,-122.264437,94609
171,THEFT/LARCENY,2018-02-22 22:00:00,18-903389,BURGLARY-AUTO,31Z,300 105TH AV,Oakland,CA,37.7256969,-122.181447,94603
172,BURGLARY,2018-02-26 00:00:00,18-903390,BURGLARY-FORCIBLE ENTRY,10Y,800 58TH ST,Oakland,CA,37.843417,-122.2706004,94608
173,THEFT/LARCENY,2018-02-25 01:30:00,18-903391,THEFT,04X,2200 MARTIN LUTHER KING JR W,Oakland,CA,37.8120238,-122.2729209,94612
174,VANDALISM,2018-02-26 01:46:00,18-903392,VANDALISM,04X,600 WILLIAM ST,Oakland,CA,37.8093988,-122.2717174,94612
175,THEFT/LARCENY,2018-02-25 21:40:00,18-903393,BURGLARY-AUTO,03X,900 WEBSTER ST,Oakland,CA,37.8000567,-122.2705728,94607
176,THEFT/LARCENY,2018-02-05 05:45:00,18-903005,THEFT,09X,4500 GILBERT ST,Oakland,CA,37.8328741,-122.2504555,94611
177,VANDALISM,2018-02-25 18:00:00,18-903394,VANDALISM,02X,800 ADELINE ST,Oakland,CA,37.8048507,-122.2878486,94607
178,THEFT/LARCENY,2018-03-07 20:50:00,18-012208,BURGLARY-AUTO,08X,200 23RD ST,Oakland,CA,37.8116759,-122.2628757,94612
179,THEFT/LARCENY,2018-03-07 17:00:00,18-012211,THEFT,17Y,2700 9TH AV,Oakland,CA,37.8008518,-122.2387997,94606
180,THEFT/LARCENY,2018-03-14 15:00:00,18-013206,THEFT,30Y,7200 BANCROFT AV,Oakland,CA,37.7681292,-122.1761509,94605
181,MOTOR VEHICLE THEFT,2018-03-14 13:20:00,18-013211,VEHICLE THEFT - AUTO,17Y,2600 IVY DR,Oakland,CA,37.8015109,-122.2407057,94606
182,THEFT/LARCENY,2018-03-13 13:19:00,18-013213,THEFT,11X,5600 SHATTUCK AV,Oakland,CA,37.8413658,-122.2643918,94609
183,ASSAULT,2018-03-14 14:30:00,18-013214,BATTERY,20X,3000 E 15TH ST,Oakland,CA,37.7794048,-122.2272745,94601
184,ROBBERY,2018-03-14 23:30:00,18-013287,ROBBERY-FIREARM,02X,700 MANDELA PKWY,Oakland,CA,37.8055639,-122.2929898,94607
185,MOTOR VEHICLE THEFT,2018-03-15 01:38:00,18-013288,VEHICLE THEFT - AUTO,27Y,6200 HARMON AV,Oakland,CA,37.7666133,-122.1931625,94621
186,ASSAULT,2018-03-14 01:00:00,18-013290,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,10Y,5300 MARKET ST,Oakland,CA,37.8376571,-122.2733777,94608
187,ASSAULT,2018-03-15 02:45:00,18-013293,BATTERY:SERIOUS BODILY INJ,35X,2300 92ND AV,Oakland,CA,37.7532126,-122.1640757,94603
188,ASSAULT,2018-03-15 03:10:00,18-013294,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,33X,9600 B ST,Oakland,CA,37.7440727,-122.1746021,94603
189,ASSAULT,2018-03-15 03:19:00,18-013295,BATTERY,33X,1300 96TH AV,Oakland,CA,37.744924,-122.1730307,94603
190,VANDALISM,2018-02-25 21:10:00,18-903395,VANDALISM,04X,500 17TH ST,Oakland,CA,37.8068334,-122.2702766,94612
191,VANDALISM,2018-02-25 19:20:00,18-903398,VANDALISM,03X,1100 FRANKLIN ST,Oakland,CA,37.8018869,-122.2709502,94607
192,MOTOR VEHICLE THEFT,2018-01-16 00:00:00,18-006747,VEHICLE THEFT - AUTO,34X,1700 87TH AV,Oakland,CA,37.7531361,-122.1722768,94621
193,THEFT/LARCENY,2018-02-27 19:55:00,18-903399,THEFT,02Y,1700 10TH ST,Oakland,CA,37.8099539,-122.2989033,94607
194,THEFT/LARCENY,2018-02-27 07:30:00,18-903400,BURGLARY-AUTO,24Y,3200 35TH AVE,Oakland,CA,37.7910705,-122.2046659,94619
195,VANDALISM,2018-02-26 20:20:00,18-903401,VANDALISM,14X,400 LAGUNITAS AVE,Oakland,CA,37.8100113,-122.251231,94610
196,BURGLARY,2018-02-26 22:00:00,18-903402,BURGLARY-FORCIBLE ENTRY,14Y,300 SANTA CLARA AVE,Oakland,CA,37.8160881,-122.2494359,94610
197,ASSAULT,2018-03-13 17:00:00,18-013239,THREAT CRIME:INT:TERRORIZE,02Y,1600 12TH ST,Oakland,CA,37.8102366,-122.2951825,94607
198,THEFT/LARCENY,2018-02-23 20:00:00,18-903332,BURGLARY-AUTO,77X,25TH ST,Oakland,CA,37.8145957,-122.2698395,94612
199,VANDALISM,2018-02-24 15:26:00,18-903333,VANDALISM,12Y,6300 COLLEGE AV,Oakland,CA,37.8499574,-122.2521838,94705
200,THEFT/LARCENY,2018-02-17 10:00:00,18-903334,THEFT,14Y,500 VALLE VISTA AV,Oakland,CA,37.814352,-122.2473149,94610
201,THEFT/LARCENY,2018-02-06 17:00:00,18-903047,BURGLARY-AUTO,77X,2400 VALLEY,Oakland,CA,37.8136795,-122.2673212,94612
202,THEFT/LARCENY,2018-02-05 14:40:00,18-903048,THEFT,08X,34TH ST,Oakland,CA,37.8246771,-122.275425,0
203,THEFT/LARCENY,2018-02-25 02:05:00,18-903335,THEFT,09X,3500 KEMPTON WY,Oakland,CA,37.8210009,-122.2555749,94611
204,VANDALISM,2018-02-25 04:10:00,18-903336,VANDALISM,28X,3300 MADERA AV,Oakland,CA,37.7813279,-122.1906352,94619
205,THEFT/LARCENY,2018-02-18 20:00:00,18-903337,BURGLARY-AUTO,01X,200 CLAY ST,Oakland,CA,37.7970136,-122.2787532,94607
206,MOTOR VEHICLE THEFT,2018-02-25 02:00:00,18-903340,ATTEMPT VEHICLE THEFT-AUTO,25X,4800 DAISY ST,Oakland,CA,37.7850234,-122.1848708,94619
207,VANDALISM,2018-02-24 22:25:00,18-903341,VANDALISM,02Y,1700 8TH ST,Oakland,CA,37.807932,-122.300495,94607
208,THEFT/LARCENY,2018-02-25 12:00:00,18-903342,BURGLARY-AUTO,07X,2800 ETTIE ST,Oakland,CA,37.8215751,-122.2867552,94608
209,MOTOR VEHICLE THEFT,2018-03-07 21:30:00,18-012129,VEHICLE THEFT - AUTO,12X,4000 SHAFTER AV,Oakland,CA,37.8284726,-122.2597537,94609
210,THEFT/LARCENY,2018-02-20 01:06:00,18-903344,BURGLARY-AUTO,21X,2500 FOOTHILL BLVD,Oakland,CA,37.784894,-122.230444,94601
211,DISTURBING THE PEACE,2018-02-24 23:30:00,18-903345,ANNOYING TELEPHONE CALL:OBSCENE/THREATENING,18Y,2000 E 30TH ST,Oakland,CA,37.7975681,-122.2279894,94606
212,THEFT/LARCENY,2018-02-25 04:00:00,18-903346,THEFT,22Y,3300 BRUNELL DR,Oakland,CA,37.8058458,-122.1867792,94602
213,VANDALISM,2018-02-24 14:00:00,18-903347,VANDALISM,23X,1800 33RD AV,Oakland,CA,37.7817752,-122.2222894,94601
214,THEFT/LARCENY,2018-02-24 12:00:00,18-903348,BURGLARY-AUTO,05X,900 18TH ST,Oakland,CA,37.8111554,-122.2798958,94607
215,THEFT/LARCENY,2018-02-24 00:20:00,18-903349,BURGLARY-AUTO,25Y,6100 RIDGEMONT DR,Oakland,CA,37.7865204,-122.1678419,94619
216,VANDALISM,2018-02-25 03:05:00,18-903350,VANDALISM,24X,1900 COURTLAND AV,Oakland,CA,37.7756148,-122.2128225,94601
217,FRAUD,2018-02-02 14:00:00,18-903071,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,03Y,1000 CLAY ST,Oakland,CA,37.8025109,-122.2753349,94607
218,THEFT/LARCENY,2018-02-25 00:20:00,18-903351,THEFT,35Y,00 OAK HILL CIR,Oakland,CA,37.7584533,-122.1433165,94605
219,MOTOR VEHICLE THEFT,2017-12-17 17:50:00,17-065067,VEHICLE THEFT - AUTO,31X,7000 COLISEUM WY,Oakland,CA,37.7503423,-122.2028058,94621
220,ARSON,2017-12-17 20:05:00,17-065402,ARSON CAUSING GREAT BODILY INJURY,05Y,1600 20TH ST,Oakland,CA,37.8154198,-122.2907426,94607
221,MOTOR VEHICLE THEFT,2017-12-17 23:37:00,17-065427,VEHICLE THEFT - AUTO,02X,300 CHESTNUT ST,Oakland,CA,37.8008477,-122.2881013,94607
222,VANDALISM,2017-12-17 01:28:00,17-065439,VANDALISM:DAMAGE PROPERTY,21X,2100 25TH AV,Oakland,CA,37.7865997,-122.2282125,94601
223,THEFT/LARCENY,2018-02-24 20:30:00,18-903352,GRAND THEFT,08X,3000 SUMMIT ST,Oakland,CA,37.8190196,-122.2646463,94609
224,BURGLARY,2018-02-26 01:25:00,18-903353,BURGLARY-FORCIBLE ENTRY,25Y,12700 BROOKPARK ROAD,Oakland,CA,37.7938933,-122.1544031,94619
225,BURGLARY,2018-03-07 21:00:00,18-012135,BURGLARY-NO FORCE,07X,1000 24TH ST,Oakland,CA,37.81645719999999,-122.2802262,94607
226,MOTOR VEHICLE THEFT,2018-03-14 13:00:00,18-013217,VEHICLE THEFT - AUTO,22X,3800 HANLY RD,Oakland,CA,37.8068158,-122.215325,94602
227,MOTOR VEHICLE THEFT,2018-03-13 20:30:00,18-013220,VEHICLE THEFT - AUTO,24Y,3500 PENNIMAN AV,Oakland,CA,37.7900939,-122.2065078,94619
228,MOTOR VEHICLE THEFT,2018-03-12 12:00:00,18-013221,VEHICLE THEFT - AUTO,33X,9700 A ST,Oakland,CA,37.7442692,-122.1727494,94603
229,THEFT/LARCENY,2018-03-07 18:32:00,18-012156,GRAND THEFT,20X,1400 FRUITVALE AV,Oakland,CA,37.777623,-122.22585,94601
230,THEFT/LARCENY,2018-02-26 19:00:00,18-903354,BURGLARY-AUTO,08X,2400 BROADWAY,Oakland,CA,37.8134799,-122.2651672,94612
231,ASSAULT,2018-03-14 15:40:00,18-013225,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,04X,300 20TH ST,Oakland,CA,37.81736739999999,-122.2942569,94607
232,VANDALISM,2018-03-07 16:00:00,18-012166,VANDALISM [UNDER $400],07X,1500 34TH ST,Oakland,CA,37.8254545,-122.2863215,94608
233,VANDALISM,2018-03-14 16:45:00,18-013227,VANDALISM,30X,1500 77TH AV,Oakland,CA,37.7590816,-122.1824208,94621
234,MOTOR VEHICLE THEFT,2018-03-07 21:00:00,18-012198,VEHICLE THEFT - AUTO,22X,3500 LINCOLN AV,Oakland,CA,37.7998379,-122.2140715,94602
235,ASSAULT,2018-03-14 16:13:00,18-013232,OBSTRUCTS/RESISTS PUBLIC OFFICER/ETC,09X,200 W MACARTHUR BLVD,Oakland,CA,37.8229491,-122.2557663,94611
236,DRUGS/ALCOHOL VIOLATIONS,2018-03-14 16:23:00,18-013233,"IT IS UNLAWFUL TO POSSESS AN OPIUM PIPE OR ANY DEVICE, CONTRIVANCE, INSTRUMENT, OR PARAPHERNALIA USED FOR UNLAWFULLY INJECTING OR SMOKING.",22X,3300 FRUITVALE AV,Oakland,CA,37.7986634,-122.2168627,94602
237,THEFT/LARCENY,2018-02-26 20:15:00,18-903355,BURGLARY-AUTO,10Y,4300BLK MARTIN LUTHER KING JR WAY,Oakland,CA,37.832287,-122.267502,94609
238,THEFT/LARCENY,2018-02-26 03:00:00,18-903356,BURGLARY-AUTO,14Y,500 VALLE VISTA AVE,Oakland,CA,37.814352,-122.2473149,94610
239,VANDALISM,2018-02-26 19:30:00,18-903357,VANDALISM,04X,1900 FRANKLIN ST,Oakland,CA,37.8073796,-122.2676201,94612
240,DISTURBING THE PEACE,2018-03-15 11:11:00,18-013342,DISTURB THE PEACE,15X,2800 LAKESHORE AV,Oakland,CA,37.8079826,-122.2489709,94610
241,MOTOR VEHICLE THEFT,2018-03-14 09:27:00,18-013281,VEHICLE THEFT - AUTO,26Y,1200 SEMINARY AV,Oakland,CA,37.7627804,-122.2024687,94621
242,THEFT/LARCENY,2018-02-26 03:00:00,18-903358,BURGLARY-AUTO,19X,1100 5TH AVE,Oakland,CA,37.7944225,-122.2557727,94606
243,THEFT/LARCENY,2018-02-26 16:20:00,18-903359,THEFT,10Y,6000 ADELINE ST,Oakland,CA,37.844854,-122.2730857,94608
244,THEFT/LARCENY,2018-02-26 19:45:00,18-903361,THEFT,13Z,1800 DRAKE DRIVE,Oakland,CA,37.8309213,-122.2082124,94611
245,VANDALISM,2018-02-26 13:30:00,18-903362,VANDALISM,07X,2900 ADELINE ST,Oakland,CA,37.8211627,-122.2816268,94608
246,MOTOR VEHICLE THEFT,2017-12-17 18:32:00,17-055017,VEHICLE THEFT - AUTO,25X,4100 MOUNTAIN VIEW AVE,Oakland,CA,37.7821729,-122.1745574,94605
247,THEFT/LARCENY,2018-02-21 00:10:00,18-903363,THEFT,14Y,800 ERIE ST,Oakland,CA,37.8124005,-122.2427073,94610
248,VANDALISM,2018-02-26 17:30:00,18-903360,VANDALISM,25X,3700 HIGH ST,Oakland,CA,37.7882657,-122.1922425,94619
249,VANDALISM,2018-02-26 18:50:00,18-903364,VANDALISM,08X,2500 BROADWAY,Oakland,CA,37.8142096,-122.2643031,94612
250,VANDALISM,2018-02-26 19:05:00,18-903365,VANDALISM,05X,2100 MARKET ST,Oakland,CA,37.81317749999999,-122.27888,94607
251,THEFT/LARCENY,2018-02-26 12:00:00,18-903368,THEFT,08X,2300 BROADWAY,Oakland,CA,37.8122473,-122.2657875,94612
252,THEFT/LARCENY,2018-02-26 15:00:00,18-903369,THEFT,03X,400 13TH ST,Oakland,CA,37.8031538,-122.2703842,94612
253,VANDALISM,2018-02-21 20:00:00,18-903371,VANDALISM,09X,600 FAIRMOUNT AV,Oakland,CA,37.8220053,-122.2539378,94611
254,VANDALISM,2018-02-26 13:50:00,18-903374,VANDALISM,29X,6300 CAMDEN ST,Oakland,CA,37.7730263,-122.1827233,94605
255,THEFT/LARCENY,2018-02-26 09:25:00,18-903375,BURGLARY-AUTO,04X,1900 HARRISON ST,Oakland,CA,37.8064018,-122.2654356,94612
256,VANDALISM,2018-02-15 13:10:00,18-903377,VANDALISM,05X,1000 16TH ST,Oakland,CA,37.8103361,-122.2824372,94607
257,THEFT/LARCENY,2018-02-20 06:00:00,18-903378,GRAND THEFT,26Y,7500 INTERNATIONAL BLVD,Oakland,CA,37.7584579,-122.185497,94621
258,BURGLARY,2018-02-26 01:00:00,18-903381,BURGLARY-FORCIBLE ENTRY,14Y,500 VALLE VISTA AV,Oakland,CA,37.814352,-122.2473149,94610
259,THEFT/LARCENY,2018-02-24 23:30:00,18-903382,BURGLARY-AUTO,15X,800 PROSPECT AV,Oakland,CA,37.8050799,-122.2418406,94610
260,THEFT/LARCENY,2018-02-26 02:04:00,18-903383,THEFT,17X,800 E 19TH ST,Oakland,CA,37.7968412,-122.2467021,94606
261,THEFT/LARCENY,2018-02-26 04:45:00,18-903384,BURGLARY-AUTO,07X,3300 MAGNOLIA ST,Oakland,CA,37.8249364,-122.2815245,94608
262,VANDALISM,2018-02-26 10:00:00,18-903385,VANDALISM,12Y,5700 TELEGRAPH AV,Oakland,CA,37.8432503,-122.2610907,94609
263,THEFT/LARCENY,2018-03-14 13:20:00,18-013195,BURGLARY-AUTO,03Y,1000 BROADWAY,Oakland,CA,37.8019649,-122.2723625,94607
264,FRAUD,2018-02-10 09:00:00,18-903386,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,26Y,1300 58TH AV,Oakland,CA,37.76463390000001,-122.2015694,94621
265,THEFT/LARCENY,2018-02-25 15:30:00,18-903387,BURGLARY-AUTO,08X,2400 NORTHGATE AV,Oakland,CA,37.813801,-122.2704773,94612
266,MOTOR VEHICLE THEFT,2018-03-12 16:00:00,18-013199,VEHICLE THEFT - AUTO,32Y,10900 BANCROFT AV,Oakland,CA,37.7396915,-122.1555257,94603
267,THEFT/LARCENY,2018-03-14 13:20:00,18-013205,BURGLARY-AUTO,03Y,600 10TH ST,Oakland,CA,37.803001,-122.2765074,94607
268,THEFT/LARCENY,2018-02-26 06:00:00,18-903388,THEFT,12X,5000 TELEGRAPH AV,Oakland,CA,37.836435,-122.262049,94609
269,DISTURBING THE PEACE,2018-02-21 21:00:00,18-012155,DISTURB THE PEACE,34X,1400 85TH AV,Oakland,CA,37.7536767,-122.1772995,94621
270,THEFT/LARCENY,2018-01-25 22:35:00,18-902515,BURGLARY-AUTO,01X,300 JACKSON ST,Oakland,CA,37.7940903,-122.2701657,94607
271,FRAUD,2018-01-14 09:00:00,18-902279,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,12Y,6200 TELEGRAPH AV,Oakland,CA,37.8481664,-122.2605368,94609
272,ROBBERY,2018-03-10 02:30:00,18-012429,CARJACKING - STRONGARM,21Y,2700 BROOKDALE AV,Oakland,CA,37.7934207,-122.2203573,94602
273,THEFT/LARCENY,2018-01-17 20:25:00,18-902329,BURGLARY-AUTO,04X,1900 WEBSTER ST,Oakland,CA,37.8069464,-122.2663344,94612
274,MOTOR VEHICLE THEFT,2018-03-02 21:00:00,18-012054,VEHICLE THEFT - AUTO,17X,600 E 18TH ST,Oakland,CA,37.79765099999999,-122.2493003,94606
275,ASSAULT,2018-03-04 14:00:00,18-012347,BATTERY,35X,8800 THERMAL ST,Oakland,CA,37.7573406,-122.1606142,94605
276,MOTOR VEHICLE THEFT,2018-03-07 22:30:00,18-012268,VEHICLE THEFT - AUTO,27Y,2400 65TH AV,Oakland,CA,37.7668828,-122.1882408,94605
277,THEFT/LARCENY,2018-02-23 12:47:00,18-012096,THEFT,29X,2800 64TH AV,Oakland,CA,37.7707851,-122.1845012,94605
278,ASSAULT,2018-03-01 00:00:00,18-012102,BATTERY,27Y,6100 HILTON ST,Oakland,CA,37.7688886,-122.1920349,94605
279,THEFT/LARCENY,2018-03-07 20:00:00,18-012283,THEFT,32X,10800 PACKARD ST,Oakland,CA,37.7385813,-122.1622667,94603
280,THEFT/LARCENY,2018-01-05 21:25:00,18-901127,BURGLARY-AUTO,04X,1600 JEFFERSON ST,Oakland,CA,37.8070964,-122.2739331,94612
281,VANDALISM,2018-01-05 21:00:00,18-901128,VANDALISM,03X,900 WEBSTER ST,Oakland,CA,37.8000567,-122.2705728,94607
282,THEFT/LARCENY,2018-01-05 20:00:00,18-901129,BURGLARY-AUTO,12X,400 48TH ST,Oakland,CA,37.8343413,-122.258943,94609
283,VANDALISM,2018-01-05 20:30:00,18-901130,VANDALISM,04X,1500 LAKESIDE DR,Oakland,CA,37.80314,-122.2616303,94612
284,THEFT/LARCENY,2018-01-07 12:45:00,18-901133,BURGLARY-AUTO,31X,8400 EDGEWATER DR,Oakland,CA,37.7389999,-122.1989043,94621
285,THEFT/LARCENY,2018-01-07 17:00:00,18-901134,BURGLARY-AUTO,17X,2000 10TH AV,Oakland,CA,37.7960912,-122.2440892,94606
286,VANDALISM,2018-01-07 03:00:00,18-901135,VANDALISM,35Y,100 MARLOW DR,Oakland,CA,37.73690510000001,-122.1387947,94605
287,THEFT/LARCENY,2018-01-09 15:00:00,18-901205,BURGLARY-AUTO,13Z,6100 MERCED AV,Oakland,CA,37.8250149,-122.2095308,94611
288,THEFT/LARCENY,2018-01-05 23:45:00,18-901207,BURGLARY-AUTO,31X,7000 COLISEUM WY,Oakland,CA,37.7503423,-122.2028058,94621
289,THEFT/LARCENY,2018-01-09 11:00:00,18-901208,THEFT,08X,3000 SUMMIT ST,Oakland,CA,37.8190196,-122.2646463,94609
290,THEFT/LARCENY,2018-01-09 00:10:00,18-901209,THEFT,17X,1700 12TH AV,Oakland,CA,37.7925991,-122.2452324,94606
291,THEFT/LARCENY,2018-01-07 12:00:00,18-901210,BURGLARY-AUTO,15X,200 WAYNE AV,Oakland,CA,37.8012035,-122.252283,94606
292,THEFT/LARCENY,2018-01-08 19:15:00,18-901211,BURGLARY-AUTO,09X,00 YOSEMITE AV,Oakland,CA,37.8239176,-122.2556569,94611
293,THEFT/LARCENY,2018-02-17 17:10:00,18-903302,THEFT,06X,600 23RD ST,Oakland,CA,37.8133643,-122.27145,94612
294,THEFT/LARCENY,2018-02-22 07:15:00,18-903303,GRAND THEFT,26X,400 HIGH ST,Oakland,CA,37.7653376,-122.2226323,94601
295,THEFT/LARCENY,2018-03-01 23:18:00,18-903304,BURGLARY-AUTO,08X,OPAL ST & 40TH ST,Oakland,CA,37.8281991,-122.2587812,94609
296,THEFT/LARCENY,2018-02-23 19:22:00,18-903305,BURGLARY-AUTO,03X,1200 WEBSTER ST,Oakland,CA,37.8020152,-122.2696455,94612
297,MOTOR VEHICLE THEFT,2018-01-07 14:15:00,18-901136,ATTEMPT VEHICLE THEFT-AUTO,01X,100 WASHINGTON ST,Oakland,CA,37.7960837,-122.2773515,94607
298,BURGLARY,2018-02-24 05:45:00,18-903306,BURGLARY-FORCIBLE ENTRY,34X,1700 83RD AV,Oakland,CA,37.756666,-122.1748932,94621
299,THEFT/LARCENY,2018-02-20 11:00:00,18-903311,BURGLARY-AUTO,05X,1200 14TH ST,Oakland,CA,37.8098441,-122.2872373,94607
300,BURGLARY,2018-01-06 19:30:00,18-901139,BURGLARY-FORCIBLE ENTRY,01X,00 BROADWAY,Oakland,CA,37.7947313,-122.2771676,94607
301,THEFT/LARCENY,2018-01-07 16:15:00,18-901141,BURGLARY-AUTO,12X,400 43RD ST,Oakland,CA,37.831954,-122.2588268,94609
302,VANDALISM,2018-02-24 00:00:00,18-903312,VANDALISM,05Y,1800 14TH ST,Oakland,CA,37.8133004,-122.297798,94607
303,FRAUD,2018-02-23 11:30:00,18-903313,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,21X,2000 24TH AV,Oakland,CA,37.7866616,-122.2300906,94601
304,THEFT/LARCENY,2018-02-23 14:15:00,18-903314,BURGLARY-AUTO,35X,2600 CHEROKEE AV,Oakland,CA,37.752072,-122.1560443,94605
305,THEFT/LARCENY,2018-01-07 01:00:00,18-901138,THEFT,06X,600 APGAR ST,Oakland,CA,37.8280879,-122.2681166,94609
306,THEFT/LARCENY,2018-01-07 15:30:00,18-901142,BURGLARY-AUTO,09X,100 41ST ST,Oakland,CA,37.8261246,-122.2509564,94611
307,THEFT/LARCENY,2018-02-24 09:00:00,18-903315,BURGLARY-AUTO,12Y,5600 SHAFTER AV,Oakland,CA,37.8435663,-122.2527299,94618
308,THEFT/LARCENY,2018-02-20 12:00:00,18-903316,BURGLARY-AUTO,25X,3700 MACARTHUR BLVD,Oakland,CA,37.7924654,-122.1990373,94619
309,VANDALISM,2018-02-22 15:45:00,18-903317,VANDALISM,03X,FRANKLIN ST & 13TH ST,Oakland,CA,37.8031538,-122.2703842,94612
310,THEFT/LARCENY,2018-02-12 15:30:00,18-903319,GRAND THEFT,12Y,500 FOREST ST,Oakland,CA,37.8442187,-122.2552153,94618
311,VANDALISM,2018-02-23 22:00:00,18-903321,VANDALISM,20X,1700 FRUITVALE AV,Oakland,CA,37.7814336,-122.2239399,94601
312,THEFT/LARCENY,2018-02-21 18:30:00,18-903322,GRAND THEFT,04X,2200 BROADWAY,Oakland,CA,37.8109785,-122.2665593,94612
313,THEFT/LARCENY,2018-02-23 21:30:00,18-903323,BURGLARY-AUTO,03Y,800 WASHINGTON ST,Oakland,CA,37.8006937,-122.2749813,94607
314,THEFT/LARCENY,2018-01-06 16:15:00,18-901143,BURGLARY-AUTO,13Z,OAKWOOD DR & GLEN OAKS WY,Oakland,CA,37.8421171,-122.2001888,94611
315,THEFT/LARCENY,2018-02-20 18:00:00,18-903324,GRAND THEFT:DOG,17Y,2400 12TH AV,Oakland,CA,37.7972279,-122.2387385,94606
316,THEFT/LARCENY,2018-02-23 22:30:00,18-903325,BURGLARY-AUTO,77X,HARRISON ST,Oakland,CA,37.8086512,-122.2632118,0
317,THEFT/LARCENY,2018-02-23 10:35:00,18-903326,BURGLARY-AUTO,31X,600 HEGENBERGER RD,Oakland,CA,37.7457423,-122.1956898,94621
318,THEFT/LARCENY,2018-02-22 00:00:00,18-903327,THEFT,35X,2300 82ND AV,Oakland,CA,37.7608247,-122.1684628,94605
319,VANDALISM,2018-02-23 21:15:00,18-903328,VANDALISM,01X,300 CLAY ST,Oakland,CA,37.7976424,-122.2783514,94607
320,THEFT/LARCENY,2018-02-23 20:00:00,18-903329,BURGLARY-AUTO,08X,2600 BROADWAY,Oakland,CA,37.8148442,-122.2645305,94612
321,THEFT/LARCENY,2018-02-23 19:15:00,18-903330,BURGLARY-AUTO,19X,1000 COTTON ST,Oakland,CA,37.7799996,-122.2389317,94606
322,VANDALISM,2018-02-23 18:43:00,18-903331,VANDALISM,21Y,2600 HAROLD ST,Oakland,CA,37.7975738,-122.2157009,94602
323,THEFT/LARCENY,2018-01-06 02:35:00,18-901145,BURGLARY-AUTO,25X,4000 KUHNLE AV,Oakland,CA,37.781572,-122.1735582,94605
324,THEFT/LARCENY,2018-02-23 08:45:00,18-903307,BURGLARY-AUTO,04X,600 16TH ST,Oakland,CA,37.807295,-122.2740501,94612
325,THEFT/LARCENY,2018-02-24 16:25:00,18-903308,GRAND THEFT,06X,3900 MARTIN LUTHER KING JR W,Oakland,CA,37.829115,-122.2682909,94609
326,THEFT/LARCENY,2018-02-24 10:50:00,18-903309,BURGLARY-AUTO,07X,2900 UNION ST,Oakland,CA,37.821562,-122.283797,94608
327,THEFT/LARCENY,2018-01-06 19:40:00,18-901148,BURGLARY-AUTO,01X,400 WEBSTER ST,Oakland,CA,37.7964708,-122.2729141,94607
328,THEFT/LARCENY,2018-02-13 20:17:00,18-903310,THEFT,27Y,5900 HARMON AV,Oakland,CA,37.76817399999999,-122.194762,94621
329,VANDALISM,2018-01-06 19:30:00,18-901149,VANDALISM,12X,4600 SHATTUCK AV,Oakland,CA,37.8337618,-122.2636672,94609
330,THEFT/LARCENY,2018-01-06 13:06:00,18-901150,GRAND THEFT,29X,5700 N PICARDY DR,Oakland,CA,37.7750533,-122.189571,94605
331,THEFT/LARCENY,2018-01-05 01:05:00,18-901151,GRAND THEFT,25Y,6000 OLD QUARRY LOOP,Oakland,CA,37.7776741,-122.1641617,94605
332,THEFT/LARCENY,2018-01-07 00:00:00,18-901152,BURGLARY-AUTO,35Y,3000 ROXBURY AV,Oakland,CA,37.7353916,-122.1383897,94605
333,THEFT/LARCENY,2018-01-07 09:30:00,18-901153,BURGLARY-AUTO,01X,200 WASHINGTON ST,Oakland,CA,37.7965477,-122.2775582,94607
334,THEFT/LARCENY,2018-01-06 18:56:00,18-901157,BURGLARY-AUTO,01X,00 4TH ST,Oakland,CA,37.7928439,-122.2637614,94607
335,THEFT/LARCENY,2018-01-07 03:05:00,18-901158,THEFT,22Y,4600 REDWOOD RD,Oakland,CA,37.7936862,-122.1765345,94619
